Comment ID,Comment,Harm score,Post themes,Background music / audio 
7239886931321701376,I truly needed this,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220342436819894272,I trust the algoritm to bring me back for part 2,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220012375926424576,I believe this to be true. I literally believed in myself this last time and the weight just started falling off,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220174782361201664,Part two please!,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220904231322188800,I constantly feel miserable about how I look but when I look back at pictures I think I look lovely and wonder why on earth I felt that way !,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220444307159921664,"I experienced this once I decided to get a divorce from a marriage that was extremely toxic. The weight just came off, it was like magic.",0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220303336951680000,part 2 please xx,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7221540953726796800,Is there a specific huberman podcast episode that covers this?,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220468369161042944,This is actually INSANE and it’s true and after 3 years of struggling I finally have a holistic coach that told me that recently but it takes so much,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7222162841960070144,Brilliant!!!,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7219976743204110336,Part 2 please 🙏. This really speaks to me,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220469540508222464,Omg I need to watch this again. I suffer from anxiety which I’m sure a lot of people do. Thanks ❤️for explaining,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220927571076070400,Amazing,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7240880579595747328,Please part 2,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220154454569091072,I haven’t even finished this but this just single-handedly changed my life,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7221747791373121536,It's all about full self love and acceptance.,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7219883058773785600,I’ve been tapping with you and I have definitely felt a shift! Feeling more confident!,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7234881438481825792,thank you so much,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7241407568760897536,mind to body connection is so real,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220135545766476800,Such a long video and it kept me engaged the WHOLE time! Great info and I think there really is something to this. Intrigued AF!,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7230558796719521792,All CPTSD raise your hands!! This is extremely difficult to get out of,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220543604749254656,that's why I loose weight only in the summer... 😳 it's my happy place,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220481608292272128,The guys a bit culty - but makes sense,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220514309619632128,Me being in freeze zone rn 🥺,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7224361043027117056,"I needed to hear this, I know if you think you need to lose weight, you'll be always in that state/situation.😍🙌🏻",0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220007367482703872,I started to cry during this video because all of hate of/for my body and all that follows are true and applicable to me,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7221123189739763712,i needed this today. can't exercise for 8 weeks due to surgery...,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7240991590781192192,Been in Freeze my whole life. 🙃,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7219881467000670208,"Random question, what type of ring are you wearing? Like what cut is that?",0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220488385775859712,This just changed my life. Thank you👏🏼,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220195089862738944,🤯🤯🤯🤯,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220374720802179072,okay your earrings!!! 🤍where did you get them?,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7219772901917522944,My God! I can so relate to this. I have been stuck for more than 25 years!,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7251610330522290176,That makes sense. The moments I had more results was when I was overthinking about it,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220345422886223872,I'm in the freeze zone and it's scary :(,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7240652116650443776,Omg this is so true I feel so anxious when I feel bad about my body!,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220130145117275136,How?,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220337706314777600,This is so interesting. I don't watch what I eat and I love my body shape and size at age 43. Something flipped after childbirth.,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7240636178174052352,WOW I have literlaly known this about myself without understanding the science behind it!! Thank you for sharing!!,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220206923513921536,OMG meeeeeee fight or flight 24/7 and I’m fully aware !!! Where do I sign up!?,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7233885797442749440,I need it all in german pls 😭,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220462973139436544,👏🏻👏🏻👏🏻,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7219637771669273600,make so much sense,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7250788227917266944,Thank you! This is so insightful,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7239757644969753600,Yes yes yes 👏,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7241728665464114176,When I’m alone I feel happy with my body but when I’m out I kinda don’t lol,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7240606697667657728,Does this still apply to those with adenomyosis and/or those on birth control? 🥺,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220191149909523456,💯💯💯💯 I couldn’t even get myself to take a walk at one point,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220263990026224640,Commenting to stay on this side of tiktok,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7239739572346570752,My exact problem omg,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7223591792591257600,Mind body soul❤️,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7225569762368865280,Which Huberman Lab episode can I listen to?,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220491232337231872,Thank you makes so much sense! I need to start being kinder to me,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7219822137984599040,Thank you ❤️everything you have just described makes total sense and I’ve been struggling for the past 28 years… I hope yr content will help me heal,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220302900977894400,wowwww this is amazing thank you soooo much xx,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7248682623428638720,Thank you❤️this shifted things for me. I’ve been struggling with this for a long time and this makes so much sense. Thank you angel!💕,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7225714638150124544,Makes sense. I only started losing weight after I had my baby when her dad left and I finally felt free,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7220325159314688000,soooo how do we get out of being stuck🥺,0,"Girl, fitness, health, personal opinion, educational","Yes, normal voice"
7221480005749901312,"That is the reality in Denmark. Many people are racist! Even I have experienced it, even so I’m half Danish and Iraqi.. crazy",0,"Man, personal experience, racism","Yes, normal voice"
7221761263214232576,"As a Danish person, Sadly this is Normal here in Denmark and it's heartbreaking. I'm sorry you guys got to experience this.. 💔",0,"Man, personal experience, racism","Yes, normal voice"
7221484070985793536,That applies to literally every country in the world,0,"Man, personal experience, racism","Yes, normal voice"
7221481635890577408,DAM 2ND,0,"Man, personal experience, racism","Yes, normal voice"
7221618097139385344,"That almost happens on a daily basis in Denmark, even though i was born and raised in Denmark",0,"Man, personal experience, racism","Yes, normal voice"
7365994682961202176,im born and raised in Denmark but half danish and half Persian i dont think that people that fled from war to Denmark that respect the country should leave but fr if this is not where someone is from,0,"Man, personal experience, racism","Yes, normal voice"
7221661325729054720,I live in Denmark. This is absolutely true…,0,"Man, personal experience, racism","Yes, normal voice"
7221495234998713344,"Sadly this happens too often. We even experienced a teacher (from DK) being racist to us (international students in DK), telling us that we are only",0,"Man, personal experience, racism","Yes, normal voice"
7315391751810793472,as a danish person; Tbh most people meet the wrong people when they are in Denmark. Like it's mostly where you are in Denmark. 99% of the time I see these videos it's from Copenhagen (1/?),0,"Man, personal experience, racism","Yes, normal voice"
7221492574606705664,Wtfff,0,"Man, personal experience, racism","Yes, normal voice"
7385020804260135936,love your story telling🥰 sorry you experienced this,0,"Man, personal experience, racism","Yes, normal voice"
7221925346076345344,People is fine the danish people dont Care they forgået no ever body is bad,0,"Man, personal experience, racism","Yes, normal voice"
7228521879019225088,Dude I'm thinking about studying at Denmark and i keep on seeing videos similar to you it's like a sign to not go there welp😳,0,"Man, personal experience, racism","Yes, normal voice"
7358823764794378240,"i feel so bad for you. i live in denmark and is from denmark but i understand this. and some ppl are just mean, bit always remember not all dansih ppl is like that",0,"Man, personal experience, racism","Yes, normal voice"
7221495288380195840,wtf :/,0,"Man, personal experience, racism","Yes, normal voice"
7221496558377729024,"That’s like not okay, I’m from Norway and I’ve never experienced racism here, seriously so sad that racist exists😕",0,"Man, personal experience, racism","Yes, normal voice"
7221486156581027840,3 years ago?,0,"Man, personal experience, racism","Yes, normal voice"
7250860128848084992,😳,0,"Man, personal experience, racism","Yes, normal voice"
7221567846088934400,@Thamilini Santhia,0,"Man, personal experience, racism","Yes, normal voice"
7477341407941262336,"I have lived in Denmark for almost 20 years, I have only experienced racism in Denmark in relation to the countries I had been to. I often experience that most Danes are nicer to other white people fr",0,"Man, personal experience, racism","Yes, normal voice"
7221510357926593536,@Aslan :) Ong?,0,"Man, personal experience, racism","Yes, normal voice"
7324489824685096960,@ajaico12s,0,"Man, personal experience, racism","Yes, normal voice"
7313647302227968000,Danes like to deny that racism exists there.,0,"Man, personal experience, racism","Yes, normal voice"
7264392447139712000,Some people does that i don’t agree with her method but alot immigrants leach off the system refusing to get jobs,0.25,"Man, personal experience, racism","Yes, normal voice"
7221486036261486592,Old people in denmark are terrible 😬,0.5,"Man, personal experience, racism","Yes, normal voice"
7221485189024972800,tbh Denmark is one of the most racist countries in the world💀,0.5,"Man, personal experience, racism","Yes, normal voice"
7221498482389386240,"I’m sorry it happened to ur brother, but unfortunately this happens everywhere in the world, not just Denmark.",0,"Man, personal experience, racism","Yes, normal voice"
7221495026898681856,"Compared to Denmark Sweden is so much better, Danes are fucked up in so many levels",0.5,"Man, personal experience, racism","Yes, normal voice"
7221925167407563776,"You no why? Brown and Black people i denmark do most crime and cost the most and shit on the system even that we try to help Them, so even that some",0.5,"Man, personal experience, racism","Yes, normal voice"
7269812937718809600,Did you rob it,0,"Man, personal experience, racism","Yes, normal voice"
7273016711774273536,Denmark people are bunch of racists…most,0.5,"Man, personal experience, racism","Yes, normal voice"
7419019466044686336,AA danish person I believe that there is a lot of racist but I am not one of them. I think this absolutely unacceptable and I am really mad at them so I wanted to say sorry about my country,0,"Man, personal experience, racism","Yes, normal voice"
7221682117553798144,dude my first experience in denmark after moving here at 8 years old was a group of teenage boys harassing me and yelling ching chong at me ..,0,"Man, personal experience, racism","Yes, normal voice"
7274714515107233792,That woman is based,0,"Man, personal experience, racism","Yes, normal voice"
7.309458416249E+18,She’s right,0,"Man, personal experience, racism","Yes, normal voice"
7263470888754233344,Imagine talking to a 9 year old like this? Wtfff,0,"Man, personal experience, racism","Yes, normal voice"
7316998245087180800,not all Danes are racist,0.25,"Man, personal experience, racism","Yes, normal voice"
7223916898114977792,Don’t be afraid to record people. Watch them shut up and leave 🥰,0.25,"Man, personal experience, racism","Yes, normal voice"
7270333608626471936,How do you sound like that and look like that at the same time?,0.25,"Man, personal experience, racism","Yes, normal voice"
7221510478143667200,As a immigrant in Denmark I fake banks,0,"Man, personal experience, racism","Yes, normal voice"
7337313546898849792,I live in denmark and I havent met Any racist person i know that there is alot maybe its the city wee live in?,0,"Man, personal experience, racism","Yes, normal voice"
7465789391148729344,"very common true story, it happened to me like 1000000 times",0,"Man, personal experience, racism","Yes, normal voice"
7343191764780318720,ya we so racist not me tho,0.25,"Man, personal experience, racism","Yes, normal voice"
7352959143638662144,never come back bro🙏🙏🙏,0.75,"Man, personal experience, racism","Yes, normal voice"
7462500697839123456,🥰,0,"Man, personal experience, racism","Yes, normal voice"
7439807140610457600,Why are you speaking like this🫠,0.25,"Man, personal experience, racism","Yes, normal voice"
7316610379265571840,Nothing wrong with it 👍,0,"Man, personal experience, racism","Yes, normal voice"
7328720409771278336,Yeah this is one of the things that have to change and its illegal too i think so-,0,"Man, personal experience, racism","Yes, normal voice"
7388992010785945600,"Living in Denmark, absolut true…",0,"Man, personal experience, racism","Yes, normal voice"
7368019774120558592,Aint true from my part Denmark and ohters,0,"Man, personal experience, racism","Yes, normal voice"
7467929771788828672,It is just denmark🙄,0.5,"Man, personal experience, racism","Yes, normal voice"
7283152271365931008,"Since Covid, many white and black people attacked East asian people physically and mentally. I'll never forget and forgive them.",0.25,"Man, personal experience, racism","Yes, normal voice"
7257623152192369664,One time i beated one danish out of racism i bet she is not racist anymore 😂😂😂,0.5,"Man, personal experience, racism","Yes, normal voice"
7265938896986881024,Omggggg ej er han okay?! F det er syynnnd (omgggg is he okay? F that is sad😢,0,"Man, personal experience, racism","Yes, normal voice"
7261622932953600000,Sorry,0,"Man, personal experience, racism","Yes, normal voice"
7250574734453702656,your words are golden thank youuu that conforted me,0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7250726625065994240,"Your words mean so much, you are such an inspiration. Pls never stop to share this, you are amazing xx",0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7250470635964006400,Thank you ♥️🫶🏻,0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7250376498037014528,"Honestly wow, i really needed this thank you so much. God bless!",0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7250182101990913024,Thank you so much!❤️I needed this,0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7272378116629120000,"I needed to hear this 🥰
its my day one on ED☺️I pray to God to walk out of the other side☺️",0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7250232841275147264,This is amazing advice 😌😌!,0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7273036283101086720,thank you so much❤️❤️you gave me so much motivation,0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7260883968026413056,i needed this so much,0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7250418327503126528,"I keep telling myself it’s not that bad, others can keep this lifestyle up too, so why shouldn’t I? 🥺😞",0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7253586585111168000,"You are glowing, so amazing and beautiful 🤍",0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7296242948337187840,litterly made me cry I wanna choose recovery but I'm so so scared,0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7250431735006444544,Your amazing 🤩❤️,0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7250486552013681664,"Off topic, but ur gorgeous😍",0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7251152649281226752,You are amazing 🥰🥰🥰,0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7259005470190579712,thank you so much it s so hard in recovery but you make it easier 🩷,0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7250574241456062464,how models are living,0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7250392269140050944,amen🙏🏻,0,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice"
7288793784063558656,My favorite response is just to laugh until their uncomfortable. Works every time,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288793752520344576,If they say I’ve put on pounds I’ll say omg twinnsss I can see we’re both getting the gains,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7289063224849499136,"Or you could say “I was just about to say you look different too? You’ve aged a lot, everything ok?”",0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288847152700751872,"“Sorry, I didn’t hear you. What did you say?” They get SO embarrassed to repeat their negative comments",0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288900027300083712,My family always says I lost weight and that I look so good and it makes me feel uncomfortable because I’m worried if I gain that they’re gonna judge,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288801495473408000,I don’t get the “you’ve put on weight” I get the “you’ve gotten slimmer since I last saw you” but it still kinda hurts in a way😢,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288795334216825856,that relative is my mother👍🥴,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7290913208634194944,You are acctually! no words on how! OMG! I want to be your best friend!,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288792966477676544,Omg I love that sweater where did you get it from???,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288792700601630720,Thank you for this,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288864131205202944,"When I was deep in my ED I would have the whole room, including people I didn’t know well, making comments about how skinny I was.",0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288792709598195712,I needed this!,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288794110588601344,Yes 🙌🏻,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7289550066527929344,I love that jumper where'd you get it,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288792719560129536,LOVE YOU SPENCER YOURE SO STUNNINGGG 💕,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7305500570860531712,"my grandpa thinks it's fun to poke my sisters stomach when she's wearing a crop top, it's very weird. also I'm very skinny and he gave me a nickname",0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288792550743523328,I LOVE YOUU,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288859977542797312,ily,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288853011395493888,Where’s your sweater from? I loveeeee,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7290581202208458752,my mum *,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288988421543856128,my grandpa always says things about my weight and he loves my sister cus she is skinny,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7289245920368966656,you are such an amazing person spencer I wish we were friends in real life,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7290630085224103936,What if I live with that relative and it’s my dad and I have no choice but to lose weight because if I don’t I’ll get grounded,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7289116579559571456,She’s so pretty,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7289843920350609408,its my mom,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7289737337903155200,I HAVE THE SAME SWEATER❤️❤️🙈🙈,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7289469196215417856,I adore you.,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7293017044126386176,Spencer I love you so much ❤️❤️❤️,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288844613799609344,I’ve been avoiding my bio grandfather for over 2 years ever since he made a comment on my weight because I have gained more since then and I’m worried,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7290225711989655552,is it alr that I'm here when everyone comments on how skinny I am and say I need to eat more,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288792830310238208,Love you!!!!!!!,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7290191816841054208,My family always comments on my weight bc I’m really skinny and there like oh it’s a good thing it’s a good thing but no it’s really not bc that’s no-,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7288792586465804288,earlyyy,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7289061579856281600,Where is this sweater from😍😍,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
7295009863314750464,and i love my grandma but my cousins are TEN. why have them grow up like that 🥺❤️,0,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice"
