Comment ID,Post ID,Comment,Post themes,Background sound / audio,Harm score
f4f9ea888c6f41b5f40c81e23661aaed,CtHU3bTO6RO,Hey girl you’ve come a long way. Way to go on your achievements!,"Girls, teenager, dance, choreography","Yes, hiphop song",0
8d517d6f73a52536bd08b2b4ae5cb8a0,C9wjr7uxeYk,"Girl that transition was so smooth btw I love your videos, yours so gorgeous and omg your so slay!!","Girl, teenager, beauty, hair, makeup","Yes, pop song",0
93cd3bd09e42947467f1fb99764e43ad,C9wjr7uxeYk,How did you stop pastel colours from staining !? Every time I get light colours they stain after liek 2 weeks or less I brush my teeth I swear 😭,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0
de0104c801fad43f5e3784d3e62a169f,C9wjr7uxeYk,Omg you looks so good queen ❤️🔥,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0
ec5ec9d1d7c236c4e87abea1bb95327c,C9wjr7uxeYk,Stop soo goodd girl,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0
242bf03868ee7b44b65169b89a6af35f,C9wjr7uxeYk,Wow. Deja they look so good 🔥❤❤,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0
aa0f606f5fab5e5177ce6423c50dbac7,C9wjr7uxeYk,Omg congrats 👏 by the way you look gorgeous 💗💗,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0
af98e4ff47182058f34f114e115a8d84,C9wjr7uxeYk,AHHH SLAY Deja ate that!! ❤️,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0
99bb2c081f1c5088514353c6cbbfca69,C9wjr7uxeYk,Cutttttteee❤️🔥😍😍😍,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0
90216a3688652b8479ec6112e34653cc,C9wjr7uxeYk,You look great👏,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0
4c08b1f0faf52dd715773121c603f0f9,C9wjr7uxeYk,You look gorgeous Deja with and without braces I hope my teeth look just as nice,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0
3b6acfddc14ecd3c43e2e48e975602f6,C9wjr7uxeYk,You look so prettyyyy💗💗,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0
2c648ec8d53c2c67acb8cea38269fc84,C9wjr7uxeYk,I ❤️ it xx,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0
e33d57968789bac8936c967bf9932f11,DFvHb4NuWrd,I bought it after seeing your previous video on this product but sadly it didn’t agree with my skin. I get irritation and redness every time I apply it 😭,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0
76ac0e0a0aa9e90240153c9899abdf8f,DFvHb4NuWrd,How long after applying the hydrogel should you wait before you start the primer/makeup application.  Bonus: how long should you wait betweeen primer and foundation?,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0
ff904747f35d6d3e48992049f13d2232,DFvHb4NuWrd,This is not hydrating .. sorry !,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0
f4fd1fc9f9c2b45c88d8ecb453648396,DFvHb4NuWrd,Bought this after watching you talk about it previously and I can say… my skin has NEVER felt better and more hydrated!! ❤️,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0
49878158831f02e4fa2a6c2ac5666f97,DFvHb4NuWrd,"With due respect, I want to say that before making such videos, please do thorough research. Hyaluronic gel is not suitable for people with dry skin. If people with dry skin apply hyaluronic gel, their skin will become even drier. There are hyaluronic serums for them. It is for those who have acne. When you make such videos, first specifically research and mention which product is suitable for which skin type. Because people follow you and buy products without seeing what will be suitable or not for their skin","Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0
1fa8a9854827f6ec6b5f430de84391f0,DFvHb4NuWrd,Is this Sponsered ????,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0
9d7fd9e2c95833e6a28601131bd66f7c,DFvHb4NuWrd,This has been my Go-To since day 1!!,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0
c5873b8c26d6aa25243360d8448979ba,DFvHb4NuWrd,Ummm. We didn't see you apply spf before your makeup,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0.25
7ccde2d48fba8709a8273b1be0c8d775,DFvHb4NuWrd,This moisturiser is literally my goto during summers🔥🔥Their sunscreen formulation is amazing too🙌,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0
bd715fffba5fa34e7218a82ded664b2c,DFvHb4NuWrd,There are product that say deep hydration but for dry skin it is like putting water on your face. Can someone with dry skin confirm this is the one?🙌,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0
1e4a52ff1b52f825860d11e59b00e28c,DFvHb4NuWrd,"As a dry skinned gworl, I love this 😭🩵","Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0
8d8e83490502b8cd230a2d38811a2878,DFvHb4NuWrd,"This is what I wear , because I have a oily skin","Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0
1d9c01cb1d9548521effa842b37299c3,DFvHb4NuWrd,1 like,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0
b0bb932cbf3550a28d2e075983ac3dca,DEiC_lUPaxy,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,"Woman, home decoration","Yes, pop song",0.5
1dc35b4d6deffb5ddb70742dc6909107,DEiC_lUPaxy,😍😍😍😍🔥🔥🔥🔥❤️❤️❤️❤️❤️,"Woman, home decoration","Yes, pop song",0.5
415c85008d01b28fe564874ba65f3b61,DEiC_lUPaxy,Reply,"Woman, home decoration","Yes, pop song",0
bbaf55fca8c272f063ba75b2d8d01389,DEiC_lUPaxy,🖤,"Woman, home decoration","Yes, pop song",0.5
4e38fdaea9aa1b53e90bb2b6dfea29e2,DEiC_lUPaxy,Beautiful girl 🌹🌹,"Woman, home decoration","Yes, pop song",0.5
86bf12ebf8b1acc21a0859cc4a901bdd,DEiC_lUPaxy,😍,"Woman, home decoration","Yes, pop song",0.25
02595d2b40b33cb9efbbbfa4782471b8,DEiC_lUPaxy,😍😍,"Woman, home decoration","Yes, pop song",0.25
b514597ef76a1e4f8d187e4b230625ba,DEiC_lUPaxy,😍😍😍😍😍,"Woman, home decoration","Yes, pop song",0.5
bafe4a11f0d4cc90bb5497f885d1049c,DEiC_lUPaxy,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,"Woman, home decoration","Yes, pop song",0.5
de65fe5d2001119a22d4fc787a92c77f,DEiC_lUPaxy,🖤😍,"Woman, home decoration","Yes, pop song",0.25
f93bed6f976706047cb6f3a3a072ee90,DEiC_lUPaxy,🔥🔥🔥❤️❤️❤️😍😍😍😍,"Woman, home decoration","Yes, pop song",0.5
0df316bfd8e33b60d8cd0fbe7ae26c66,DEiC_lUPaxy,❤️,"Woman, home decoration","Yes, pop song",0.25
647661609847cd55bdda26c185c2fe8d,DEiC_lUPaxy,❤️❤️❤️❤️,"Woman, home decoration","Yes, pop song",0.5
2bc70345c49347c57963603779448300,DEiC_lUPaxy,Yes please,"Woman, home decoration","Yes, pop song",0.25
ab48612ae6b6d2adc768cfc69f21242f,DFV1a3cNGqc,Insta isn’t even a tenth of the truth. Love your content,"Inspirational quote, study desk",No,0
917c5e02d5ad97454dafbc01b0bda95a,DFV1a3cNGqc,This is such a clever visual of this message. It really helps the message to sink in! x,"Inspirational quote, study desk",No,0
9714708ef6c1bee13a1ddb8097d6d878,DFV1a3cNGqc,love this and u❤️,"Inspirational quote, study desk",No,0
6b164102eacf1c260c3d3f287b343515,DFV1a3cNGqc,"Adore you, always keeping it real! ❤️","Inspirational quote, study desk",No,0
4526865ac98b2018ed6f82cca67f8042,DFV1a3cNGqc,"Love what you're saying. That being said though, and also frustrates me because it reminds me of how I have to size down the image of any photo I take so that way it could fit into the post for Instagram which inferiorates me when I'm trying to post the full picture of something, and I just have to accept that some corners of the image will have to be cut 😂😂😂","Inspirational quote, study desk",No,0
df864116f72d32b7d7ca9bab19b28a49,DFV1a3cNGqc,"Keep it real,Appreciate you!","Inspirational quote, study desk",No,0
3ed07fa5dd828afb00b9db5f74036a0c,DFV1a3cNGqc,☺️ hope you’re doing well x,"Inspirational quote, study desk",No,0
de4b6a42aa51aceb41f115a49c8fa8b7,DEXoUALN6E_,I choose you❤️,"Girl, Inspirational quote, kindness","Yes, instrumental music",0
65f4b5b1a78048b01fa26ba95965cd9e,DEXoUALN6E_,100% 🔥,"Girl, Inspirational quote, kindness","Yes, instrumental music",0
be9feaaf21b13982d8b8506882990887,DEXoUALN6E_,I Choose You Too ❤️,"Girl, Inspirational quote, kindness","Yes, instrumental music",0
affbccfd8b5b9098831ee2a2ba694012,DEXoUALN6E_,1 like,"Girl, Inspirational quote, kindness","Yes, instrumental music",0
d450b0a1f57c0a46ad403cbffa2888a1,DFLpKTPv1L-,Too nice?!?!? That was the feedback? Wow they really don’t know you guys then 😂😂😂,"Men, couple, personal experience","Yes, normal voice",0.5
89d5eb0a46cc5cae897055bc08111e29,DFLpKTPv1L-,Indian make brands and academy I will be your first student I already do henna would love to do make up,"Men, couple, personal experience","Yes, normal voice",0
5570ea7e0916701340609161b3ec0807,DFLpKTPv1L-,"I think the two of you need a Netflix series on just your life! You are both amazing, and I'd definitely binge watch!","Men, couple, personal experience","Yes, normal voice",0
7a142afc252252fc809516b33549d6cd,DFLpKTPv1L-,"You guys don’t give mean or messy vibes at all, but why do you have to have messy drama if it’s about makeup? I def think you have your audience who will watch/support.","Men, couple, personal experience","Yes, normal voice",0
1c66df46462150cebfc74703731a835b,DFLpKTPv1L-,Not National Geographic 😂,"Men, couple, personal experience","Yes, normal voice",0
3f42d3387629e2753eb60308bc71b401,DFLpKTPv1L-,@karanjoharhook them up on@disneyplushotstar🙌,"Men, couple, personal experience","Yes, normal voice",0
2173c3221bc6328743fe78881be7e103,DFLpKTPv1L-,Cute .. cute .. cute .. so cute how he just randomly leans his face on your head .. you guys r soo cute ❤️,"Men, couple, personal experience","Yes, normal voice",0
891e8404aa681a182b38d2cc398a6609,DFLpKTPv1L-,😂❤️,"Men, couple, personal experience","Yes, normal voice",0
c485a8dcdace3455908a24fbee4e2a3f,DFLpKTPv1L-,❤️❤️❤️❤️❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0
5123cf64d8abb86ca730f28b650d6c52,DFLpKTPv1L-,Please Do the series of “Aditya do my makeup” In US & Canada❤️😍love your videos💕,"Men, couple, personal experience","Yes, normal voice",0
fe93066e19fc4f1e710497a59666d80a,DFLpKTPv1L-,😂😂😂,"Men, couple, personal experience","Yes, normal voice",0
a2e74ff9d679ff83c70945af426f06a5,DFLpKTPv1L-,❤️❤️❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0
6873887a3cea6650cf4f3e5a406d944c,DFLpKTPv1L-,"Love it, being too nice makes harder too! Not many will agree but it’s a fact🙌","Men, couple, personal experience","Yes, normal voice",0
54f6a21b59be58001d3908f458004963,DFLpKTPv1L-,❤️❤️😂,"Men, couple, personal experience","Yes, normal voice",0
b1ff4f77bf82bcecfbe0ce830f481f6b,DFLpKTPv1L-,@netflixare you listening?!!! we need real life series on their lives. Bring it on!,"Men, couple, personal experience","Yes, normal voice",0
31e9e11e05c575e8d249a37b60fe5dd6,DFLpKTPv1L-,@hulucome on!! You can make this happen.,"Men, couple, personal experience","Yes, normal voice",0
2bf8ceb59d4adb0b03133cfdff2535fa,DFLpKTPv1L-,Continue to be AMAZING... DON'T change ❤️,"Men, couple, personal experience","Yes, normal voice",0
80e52ffb1dffbef5bb1c809712beaf0e,DFLpKTPv1L-,Would be really interesting to see u guys on Netflix...@netflix_in@netflix,"Men, couple, personal experience","Yes, normal voice",0
8d05f617143be9ffc5298c2e17d19fc1,DFLpKTPv1L-,I ‘ll be following till forever❤️,"Men, couple, personal experience","Yes, normal voice",0
fdf058fedb90f94f60e27ad1a5db0ea7,DFLpKTPv1L-,Too nice?,"Men, couple, personal experience","Yes, normal voice",0
fd962798539b172abc7c927eed798c76,DFLpKTPv1L-,@netflixplease make this happen!!!!!!!!!,"Men, couple, personal experience","Yes, normal voice",0
43e329e732233eb0bef05276e6c16f5d,DFLpKTPv1L-,Netflix needs to upgrade with you and your makeup knowledge. I know u would watch it everyday on repeat. 🥺,"Men, couple, personal experience","Yes, normal voice",0
069ef049d1c0d5b5e7a0441f2f4401d1,DFLpKTPv1L-,@netflix@primevideoyou need to look at this drama couple!! The are addicting,"Men, couple, personal experience","Yes, normal voice",0
e6ec3c550c5650c96c06bd795ab4e9a1,DFLpKTPv1L-,I’d subscribe and watch hunnnnnies!,"Men, couple, personal experience","Yes, normal voice",0
b37be9e9e1e7fc07ce271bf55ef42c58,DFLpKTPv1L-,omg cuties!!! 😍,"Men, couple, personal experience","Yes, normal voice",0
aacff2f6466fcff0f3f0ab2770ac3fb3,DFLpKTPv1L-,🤣🤣🤣,"Men, couple, personal experience","Yes, normal voice",0
6a74c1de39e46ee443234242a87dabad,DFLpKTPv1L-,@netflix,"Men, couple, personal experience","Yes, normal voice",0
703b88e3619075a2b4aeb1691c2d3236,DFLpKTPv1L-,Big boss ott❤️,"Men, couple, personal experience","Yes, normal voice",0
ff90846dc01d7a96768d4cfeac6e43e4,DFLpKTPv1L-,They want bad girls club!I’d watch you guys!!! I don’t like all the fighting and conflicts.,"Men, couple, personal experience","Yes, normal voice",0.25
dc656b879157850538755c06563e23fc,DFLpKTPv1L-,U people are just so sorted😍🙌,"Men, couple, personal experience","Yes, normal voice",0
e78d8c05bf445888b7c415601703bde8,DFLpKTPv1L-,I would not miss an episode 🍿,"Men, couple, personal experience","Yes, normal voice",0
36b93a670474d864b0609ae81315da73,DFLpKTPv1L-,😍,"Men, couple, personal experience","Yes, normal voice",0
e95a075d1ebd1cc3bea0040cd70f5201,DFLpKTPv1L-,Please 🙌,"Men, couple, personal experience","Yes, normal voice",0
dc56220bd33b125e989b13c126f73f96,DFLpKTPv1L-,Not everything on tv needs to be drama filled!,"Men, couple, personal experience","Yes, normal voice",0
e7b6b761c52c35dabf07303c99376c05,DFLpKTPv1L-,@netflixget on this please!!,"Men, couple, personal experience","Yes, normal voice",0
be839bab2f1bf7abe9ef18f78ed71177,DFLpKTPv1L-,"I believe you, not the animal channel 😂😂😂😂","Men, couple, personal experience","Yes, normal voice",0
09d71d29592121b4005ebfcadfb3bdf3,DFLpKTPv1L-,😂😂,"Men, couple, personal experience","Yes, normal voice",0
96d5e83794c7711f17f17d975a3431be,DFLpKTPv1L-,😂😂😂,"Men, couple, personal experience","Yes, normal voice",0
a6807fdb016be5393adb30482d334f9a,DFLpKTPv1L-,Will talk to my friends@netflix☺️,"Men, couple, personal experience","Yes, normal voice",0
37af2a0bb13a67a314df0afae65d99cd,DFLpKTPv1L-,@netflixwe want thisssss!!!!!!!! ❤️❤️❤️❤️❤️ all day every day,"Men, couple, personal experience","Yes, normal voice",0
7f5e5ff897031cfbd61cd46cc1642aff,DFLpKTPv1L-,Maybe the life isn’t dramatic and spicy enough but the makeup looks definitely are,"Men, couple, personal experience","Yes, normal voice",0
b523e64a103674909ed36c0fcc6c05bb,DFLpKTPv1L-,It's a feedback work on it,"Men, couple, personal experience","Yes, normal voice",0.25
cd67fd49c2d6a7973e1c6e387299bfff,DFLpKTPv1L-,"I don't watch reality tv, but if you had a show I would def start streaming!  extra spicy and fun! 🔥🔥","Men, couple, personal experience","Yes, normal voice",0
2ca2e108515cbfeb75a97da8ab911125,DFLpKTPv1L-,Please don’t go on any controversial reality shows & spoil ur relationship guys.. U too are too nice for such stupid shows..,"Men, couple, personal experience","Yes, normal voice",0.25
7ca337dd4613a40a5fb07145a3be0f61,DFLpKTPv1L-,lets sign a petition!!!,"Men, couple, personal experience","Yes, normal voice",0
8b455cdf365d520c360825409ec6ecb6,DFLpKTPv1L-,Can you plz do a makeup 101 lesson.. I need to learn the basics.. it would be very helpful. Thank you.,"Men, couple, personal experience","Yes, normal voice",0
ecfccf2d16865b383b3af327b2aa5b8f,DFLpKTPv1L-,I don’t watch reality shows because the drama is too much. I would watch your show!,"Men, couple, personal experience","Yes, normal voice",0
30d48d22db6f973aee39cbc0c25d6d2c,DFLpKTPv1L-,❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0
36e44b97d5a365dfaa3d3a258a80face,DFLpKTPv1L-,Agree 💯,"Men, couple, personal experience","Yes, normal voice",0
59958291878f6899f05681066af27140,DFLpKTPv1L-,❤️❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0
365d4508f7e4b08343ec1b0078978ae0,DFLpKTPv1L-,I would love to binge watch again n again n again 😍,"Men, couple, personal experience","Yes, normal voice",0
05b146d93e95134d8d377f32f109f426,DFLpKTPv1L-,I agree .. I think you are quite good at this skill.. your techniques are easy to follow and understand . Product recommendations are really excellent 🔥👏🙌,"Men, couple, personal experience","Yes, normal voice",0
f90b3fe86d7a32168196be2eb0bd1f80,DFLpKTPv1L-,We love you,"Men, couple, personal experience","Yes, normal voice",0
c8f2a96dfd25da3187702ae6d1584d5e,DFLpKTPv1L-,I will repeat myself on instagram again you deserve a netflix show period .Your talent is exceptional and we need “TOO NICE PEOPLE LIKE ADI ON NETFLIX”.,"Men, couple, personal experience","Yes, normal voice",0
265b72a237cfe580b7defb939b9b1519,DFLpKTPv1L-,Show. No show. You two look so good together 🧿❤️,"Men, couple, personal experience","Yes, normal voice",0
abe36aa58fe6ee8c255c4edf1f13a064,DFLpKTPv1L-,@badgalriri,"Men, couple, personal experience","Yes, normal voice",0
09a4d023351050b068e0ba4a7639a6ed,DFLpKTPv1L-,Tell them to come to one site visit,"Men, couple, personal experience","Yes, normal voice",0
e5a843a6f3e670247efafa29db0b149a,DFLpKTPv1L-,❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0
b7a875a9bb04a627516af0b4de8928c4,DFLpKTPv1L-,This would be 🔥🔥🔥,"Men, couple, personal experience","Yes, normal voice",0
ab741e1b7ab6a67993bc3c825d7ddbc5,DFLpKTPv1L-,He is so cool,"Men, couple, personal experience","Yes, normal voice",0
ba1eeabc92a03af2298d2661526046cb,DFLpKTPv1L-,I agree .. You’re the only makeup artist that really list what you use and give details .,"Men, couple, personal experience","Yes, normal voice",0
5f660c5034fa32b24f577a851c349a09,DFLpKTPv1L-,Absolutely!,"Men, couple, personal experience","Yes, normal voice",0
59b623b45e8672d9f22465c635499041,DFLpKTPv1L-,Beautiful men❤️,"Men, couple, personal experience","Yes, normal voice",0
e236bcb1930be537af138b19bc4c41e1,DFLpKTPv1L-,"Yes, Netflix, for sure 👌","Men, couple, personal experience","Yes, normal voice",0
448e67d158625da583795f428c30a8b0,DFLpKTPv1L-,❤️❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0
2122d7c6c7dc97ab25721761cc455bd9,DFLpKTPv1L-,Netflix please give them a chance! There’s different types of spices!!!,"Men, couple, personal experience","Yes, normal voice",0
fea7150b2c2c2786c96da00bf47bd298,DFLpKTPv1L-,So many bad makeup artists out there.. you're the only one dishing out sensible makeup advice that actually works when we do it om ourselves.,"Men, couple, personal experience","Yes, normal voice",0
a27feb53d6347edbeac751926c670c30,DFLpKTPv1L-,You both look great together 😍,"Men, couple, personal experience","Yes, normal voice",0
9853def46058b4fc3c637791a56dbc0c,DFLpKTPv1L-,Omg! Please do it 🔥😝😎,"Men, couple, personal experience","Yes, normal voice",0
a02e48c74bd69a7372120e683220660f,DFLpKTPv1L-,Well your niceness and transparency and humor would be refreshing. I'm tired at all this fake staged drama,"Men, couple, personal experience","Yes, normal voice",0
b1b6c0e1ef364425b2690137487a2eba,DFLpKTPv1L-,@adityamadirajuwould be nice to see you on Glow up ❤️,"Men, couple, personal experience","Yes, normal voice",0
89b994da40e338dfa3dd36110890eae1,DFLpKTPv1L-,I love your makeup here 😭😭😭😭,"Men, couple, personal experience","Yes, normal voice",0
9167406d7282777989cddedc05ab0239,DFLpKTPv1L-,I love you two together ❤️,"Men, couple, personal experience","Yes, normal voice",0
517514f3e4b3cbbafb0721f4fca53c8f,DFLpKTPv1L-,Yes I love this artistic person,"Men, couple, personal experience","Yes, normal voice",0
17dcb107fa30d2c5032dae13ab7eff24,DFLpKTPv1L-,@netflixpls make it happen! All the spice u need 🔥🔥,"Men, couple, personal experience","Yes, normal voice",0
389047ee0ec135d3df83f90d37b792e4,DFLpKTPv1L-,Talk are so cute!! I would watch!,"Men, couple, personal experience","Yes, normal voice",0
90318686648aac609250732aac7ef5a2,DFLpKTPv1L-,@ankushbahuguna,"Men, couple, personal experience","Yes, normal voice",0
41167af983f982017524ec0f657c5e8a,DFLpKTPv1L-,Keep it as you are - authentic ❤️that’s what you guys are - don’t ruin it !!!!!,"Men, couple, personal experience","Yes, normal voice",0
f89da6513fb84a3097e261b479121d26,DFLpKTPv1L-,Could you please show that makeup look?,"Men, couple, personal experience","Yes, normal voice",0
750cf43816092b6dca2e0bc07f3e2b53,DFLpKTPv1L-,"You guys are no drama, show them your roast reel 😂","Men, couple, personal experience","Yes, normal voice",0
62091e025131d2438073f5ad3c088cc1,DFLpKTPv1L-,U are looking hot 🔥❤️,"Men, couple, personal experience","Yes, normal voice",0
b1b7f5a821e38cb997d5beb8afc1791b,DFLpKTPv1L-,😍😍😍😍,"Men, couple, personal experience","Yes, normal voice",0
ef2b6af1f13127ce7e54070bee042549,DFLpKTPv1L-,I need this Netflix series!,"Men, couple, personal experience","Yes, normal voice",0
c04319cfbd895e8058a8feefc9703675,DFLpKTPv1L-,Too……nice??,"Men, couple, personal experience","Yes, normal voice",0
d7a289a69a5d0a6b8784936c30021513,DFLpKTPv1L-,They dont know you 😂😂😂😂😂 plenty of drama,"Men, couple, personal experience","Yes, normal voice",0
e23597dc374ee2e0334607328e1de21d,DFLpKTPv1L-,Id still watch! Too nice IS REFRESHING 😍,"Men, couple, personal experience","Yes, normal voice",0
670791706884d5eaaf862b3d9f5ed800,DFLpKTPv1L-,What blush are you wearing in this video? 😍 💜,"Men, couple, personal experience","Yes, normal voice",0
a145451eed65522d04cc08acf1d81d67,DFLpKTPv1L-,Give it a shot,"Men, couple, personal experience","Yes, normal voice",0
091c353b1bb6c5c387c62c2f4f732994,DFLpKTPv1L-,😂😂😂,"Men, couple, personal experience","Yes, normal voice",0
e336a90cc9aee1b1ca599b15a7490a8c,DFLpKTPv1L-,U guys are the whole package still yet to unfold and discover,"Men, couple, personal experience","Yes, normal voice",0
30e293d9fe47bba0360eb6380b72aa02,DFLpKTPv1L-,"May I please know, how u know such a beautiful and white teeth ????","Men, couple, personal experience","Yes, normal voice",0
7dcd713c0d6ac1077f50eeb5cd612711,DFLpKTPv1L-,I’d watch it! But I’d also say it’s a compliment to you that you don’t come across as a typical reality show star!,"Men, couple, personal experience","Yes, normal voice",0
7ef4d0babdb8f09f62ba10fc67b682f1,DFLpKTPv1L-,How do you do your blush?!!,"Men, couple, personal experience","Yes, normal voice",0
1004d5b30e743fe26a5f30ce72a7979d,DFLpKTPv1L-,@adityamadirajuhey how about giving those Bollywood wives a makeover?@karanjohar,"Men, couple, personal experience","Yes, normal voice",0
a512f43ca8529efd1411d9a0b46e8523,DFLpKTPv1L-,Both of you very nice 👍 😍,"Men, couple, personal experience","Yes, normal voice",0
76e2a1ca7f3a91f7a8c3d5722a7df42a,DFLpKTPv1L-,Please please start Indian make up brands suggestions too😍😍🔥🔥❤️❤️,"Men, couple, personal experience","Yes, normal voice",0
9af2d19ae5c6de2e13c4e5d56c21e18d,DFLpKTPv1L-,Don’t do reality shows. It will ruined your beautiful life. Why would put your self to fake scripts and negative drama. Enjoy your blessed life. 🙌,"Men, couple, personal experience","Yes, normal voice",0.25
6cf2bc185a0bc332bb8b0498f7eb89d0,DFLpKTPv1L-,"SAME- we were approached 3 times by Scripps (Food Network) but the deal was terrible for us and for a Reality Travel / Food show on another Network. That one met with us 4 times, negotiating a deal and the last time, asked: SO WHERE'S THE DRAMA? 👀Ehhhh what little drama that may arise would be off-camera. Well, that was the end of that deal. 🤭","Men, couple, personal experience","Yes, normal voice",0
e1489ff5b939e4386e60fa7ef57c2fee,DFLpKTPv1L-,❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0
23edb23fb4916be2d658950aa185a79a,DFLpKTPv1L-,You both make an amazing couple@❤️,"Men, couple, personal experience","Yes, normal voice",0
31c748cc889191621c2851e1fad23b84,DFLpKTPv1L-,"You should be on Big Boss if you are interested, Aditya.","Men, couple, personal experience","Yes, normal voice",0
faffcd77dac7882269025c8b69d07d2a,DFLpKTPv1L-,Too nice!!! I have heard that too many times…,"Men, couple, personal experience","Yes, normal voice",0
e3a826bb0574ea0679c5e537bf323226,DFLpKTPv1L-,I love you guys! 😍,"Men, couple, personal experience","Yes, normal voice",0
